Year,Facility Name ,Sample Station Name,Latitude ,Longitude ,Sample Type en,Sample Type fr,Substance Name en,Substance Name fr,Statistical Quantity en,Statistical Quantity fr,energy_below_1_mev,Result,Units
2007,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2007,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2007,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2007,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.3,DAC
2008,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2008,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.02,DAC
2008,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2008,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2008,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2008,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2008,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2008,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.7,DAC
2008,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2008,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,2.1,DAC
2008,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2008,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2008,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2008,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1,DAC
2008,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.6,DAC
2008,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.8,DAC
2009,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2009,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2009,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2009,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2009,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2009,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2009,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2009,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2009,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1,DAC
2009,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.5,DAC
2009,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2009,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2009,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2009,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2009,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.6,DAC
2009,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2010,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2010,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.02,DAC
2010,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2010,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.8,DAC
2010,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2010,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2010,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2010,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2010,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.6,DAC
2010,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,2.1,DAC
2010,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2010,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2010,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2010,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.3,DAC
2010,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2010,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.4,DAC
2011,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2011,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2011,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2011,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.7,DAC
2011,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2011,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2011,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2011,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.5,DAC
2011,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1,DAC
2011,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,2.8,DAC
2011,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2011,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2011,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2011,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.4,DAC
2011,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2011,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.5,DAC
2012,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2012,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2012,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2012,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2012,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2012,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2012,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2012,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2012,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1,DAC
2012,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,1.7,DAC
2012,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2012,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.3,DAC
2012,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2012,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2012,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.6,DAC
2012,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.9,DAC
2013,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0,DAC
2013,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.01,DAC
2013,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0,DAC
2013,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2013,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.6,DAC
2013,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2013,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2013,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.2,DAC
2013,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.4,DAC
2014,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.1,DAC
2014,Nuclear Power Demonstration,R-742,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
2014,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.15,DAC
2014,Nuclear Power Demonstration,R-607,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
2014,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.07,DAC
2014,Nuclear Power Demonstration,R-745,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
2014,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.03,DAC
2014,Nuclear Power Demonstration,C-506,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
2014,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,NC,DAC
2014,Nuclear Power Demonstration,R-103,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
2014,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.09,DAC
2014,Nuclear Power Demonstration,R-306,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
2014,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.03,DAC
2014,Nuclear Power Demonstration,R-408,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
2014,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,0.96,DAC
2014,Nuclear Power Demonstration,ST-5,46.1868,-77.6578,Air Quality,Qualité de l'air,Tritium (HTO),Tritium (Eau tritiée),Semi-annual total,Total semestriel,,,DAC
